https://gb.ru/courses/1781|Работа с инструментами аналитики: Popsters, TargetHunter, LiveDune. Работа с инструментами аналитики: Popsters, TargetHunter, LiveDune.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1849|PR как часть стратегии fashion-бренда. PR как часть стратегии fashion-бренда.|онлайн-курс|1 месяц|None|19800
https://gb.ru/courses/1893|Основы программирования на Python для детей. Ознакомительный урок .|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1894|Разработка игр на Unity для детей. Ознакомительный урок .|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1895|Веб-разработка для детей. Ознакомительный урок .|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1896|Игры на Java для детей. Ознакомительный урок.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1897|Разработка игр на Python для детей. Ознакомительный урок.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1898|Кибербезопасность для детей. Ознакомительный урок.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1899|Программирование на Scratch для детей. Ознакомительный урок .|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/1900|Minecraft: программирование на языке Python. Ознакомительный урок.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/2256|Camp management. Твой карьерный вектор.|онлайн-курс|1 месяц|None|бесплатно
https://gb.ru/courses/2273|Рекрутинг в IT. Видеокурс. Бесплатный интенсив.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/2284|Робототехника на Arduino. Ознакомительный урок.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/2285|Веб-дизайн для детей: Tilda, Figma, Readymag. Ознакомительный урок.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/2391|Копирайтинг в SMM. Копирайтинг в SMM.|онлайн-курс|1 месяц|None|19800
https://gb.ru/courses/2451|Camp management. Новые карьерные возможности.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/2531|Стратегия digital-продвижения. Стратегия digital-продвижения.|онлайн-курс|1 месяц|[datetime.date(2021, 6, 3)]|16500
https://gb.ru/courses/3120|Блогинг для подростков. Ознакомительный урок.|видеокурс|1 месяц|None|бесплатно
https://gb.ru/courses/3121|Основы компьютерной анимации для подростков. Ознакомительный урок.|видеокурс|1 месяц|None|бесплатно
